age,income,account_age,clicks_last_month,promo_clicks,engagement_score,last_login_days,subscription_type,region,device_type,previous_upsell_attempts,average_session_time,upsell
68,1469.3,11,30,12,0.0,0,Premium,South,Tablet,1,12.27,0
58,495.44,28,20,22,0.0,13,Basic,West,Desktop,3,2.37,0
16,1315.75,27,12,1,0.0,0,Basic,East,Mobile,0,13.38,0
49,943.46,19,17,4,0.0,26,Advanced,North,Mobile,4,1.03,0
48,2590.26,23,8,7,0.93,34,Basic,South,Desktop,3,3.31,0
52,6298.37,10,25,7,0.0,5,Basic,North,Mobile,2,6.2,0
25,170.54,1,0,0,24.52,29,Advanced,West,Mobile,3,2.96,0
16,2637.38,5,17,5,0.0,0,Advanced,North,Desktop,0,12.15,1
52,,44,26,22,0.0,33,Advanced,North,Desktop,4,9.63,0
66,1387.51,27,30,19,0.0,28,Basic,North,Mobile,4,12.44,0
33,1123.05,5,27,0,4.4,10,Advanced,West,Desktop,2,6.96,0
28,375.16,11,9,0,24.55,17,Basic,North,Tablet,3,8.29,0
19,929.15,17,24,0,,0,Premium,West,Mobile,2,2.21,0
36,2793.64,19,0,8,0.0,0,Basic,West,Desktop,4,2.95,0
20,157.53,17,8,0,1.41,0,Premium,North,Mobile,4,5.15,0
60,607.47,27,36,0,0.0,26,Basic,West,Desktop,0,6.51,0
25,2081.49,5,25,0,2.31,14,Premium,West,Tablet,4,10.81,0
40,1444.92,4,0,9,0.0,0,Basic,East,Desktop,0,12.7,0
48,859.37,22,10,18,9.76,16,Premium,North,Mobile,2,15.97,0
16,206.28,33,0,0,4.17,0,Premium,North,Tablet,2,9.6,0
38,,10,36,0,26.0,46,Premium,West,Mobile,1,14.51,0
65,715.09,17,24,6,0.0,0,Basic,West,Desktop,0,18.41,0
16,274.08,26,0,0,16.67,25,Basic,East,Mobile,2,15.84,0
33,1579.19,15,44,2,16.55,18,Advanced,North,Desktop,2,16.94,1
16,2035.97,1,7,0,6.77,16,Premium,West,Desktop,4,10.53,1
31,1641.17,4,32,0,27.24,46,Basic,South,Mobile,0,9.55,0
52,3394.4,2,8,0,19.94,27,Premium,North,Mobile,1,8.55,1
16,295.93,20,13,0,0.62,0,Advanced,East,Mobile,2,10.19,0
40,1483.18,6,4,0,12.14,1,Basic,East,Mobile,3,8.73,0
67,1045.68,9,6,26,0.0,0,Premium,North,Mobile,3,23.58,0
24,4680.39,17,12,0,16.83,11,Advanced,South,Mobile,2,4.96,0
44,350.83,30,19,0,0.0,20,Advanced,East,Tablet,1,8.54,0
52,,12,15,8,0.0,0,Basic,West,Mobile,3,7.18,0
42,365.59,28,17,0,44.61,55,Advanced,North,Tablet,4,9.84,1
66,621.99,12,14,11,0.0,0,Premium,West,Desktop,0,10.16,0
33,,25,11,4,,14,Basic,North,Tablet,0,3.45,0
33,5709.76,14,38,6,11.96,30,Premium,East,Mobile,3,23.13,0
16,836.73,30,12,0,,19,Premium,North,Mobile,0,17.37,1
16,857.93,35,16,0,15.6,9,Basic,West,Desktop,2,3.52,0
20,412.87,37,2,0,18.78,38,Advanced,East,Tablet,4,20.4,1
27,555.62,11,2,0,10.26,21,Advanced,South,Mobile,1,1.37,1
37,807.45,6,16,0,18.59,32,Basic,East,Desktop,4,6.86,0
49,433.76,12,29,0,0.0,28,Premium,North,Desktop,3,5.28,0
65,3159.18,21,51,1,0.0,43,Basic,West,Desktop,0,8.3,0
58,848.7,36,29,15,0.0,28,Advanced,North,Tablet,4,12.38,0
44,122.53,9,36,10,0.21,0,Advanced,South,Tablet,0,4.4,0
61,4264.24,27,24,11,0.0,36,Advanced,South,Tablet,2,1.22,0
16,2111.45,3,0,0,29.71,51,Basic,West,Tablet,0,15.18,0
27,1945.51,16,21,0,0.0,5,Advanced,West,Mobile,2,1.77,1
19,338.92,10,40,0,14.88,14,Basic,North,Mobile,1,0.44,1
20,515.74,20,0,0,42.12,62,Premium,West,Mobile,1,12.44,0
35,1236.62,23,6,10,3.41,14,Advanced,East,Desktop,0,8.21,0
16,1261.98,25,4,0,14.64,20,Advanced,East,Mobile,1,12.32,1
16,3464.97,6,17,0,8.38,12,Advanced,East,Desktop,3,10.62,1
25,11493.46,10,43,9,0.0,5,Advanced,West,Tablet,0,23.38,0
31,1655.13,22,0,12,0.0,0,Advanced,South,Desktop,1,12.26,0
53,202.94,7,10,0,0.0,12,Advanced,North,Desktop,0,4.1,0
43,,4,8,10,0.0,0,Basic,North,Desktop,1,4.77,0
16,435.65,18,4,0,32.6,54,Premium,North,Tablet,3,24.78,0
49,2858.38,26,20,0,9.51,11,Advanced,South,Mobile,3,5.82,1
26,787.42,13,19,0,7.39,25,Advanced,East,Mobile,4,8.25,1
41,2284.95,38,29,6,22.2,48,Basic,South,Tablet,0,12.02,0
27,1408.94,28,45,6,0.0,0,Advanced,West,Desktop,1,25.0,0
51,,13,58,8,0.0,0,Premium,West,Desktop,2,5.11,0
25,963.6,4,19,0,16.1,15,Basic,West,Tablet,4,11.19,1
53,729.81,9,12,4,0.0,3,Basic,East,Mobile,3,11.31,0
16,1755.38,33,18,0,,32,Basic,North,Desktop,2,11.26,0
33,6727.6,6,0,0,17.15,18,Basic,West,Mobile,2,6.83,0
55,,5,9,8,0.0,16,Basic,West,Tablet,0,8.14,0
42,396.99,19,8,6,0.0,26,Premium,South,Mobile,1,4.51,0
43,,37,21,6,0.0,10,Advanced,West,Desktop,0,1.65,0
16,778.4,36,15,0,0.0,8,Advanced,North,Tablet,3,13.62,1
27,1169.21,8,0,5,0.0,2,Basic,South,Tablet,1,2.23,0
19,378.65,21,5,0,30.66,41,Basic,West,Tablet,0,15.24,0
43,3601.5,38,21,9,0.0,32,Basic,West,Desktop,3,0.4,0
16,,25,11,0,18.26,26,Premium,West,Desktop,1,15.09,0
20,164.36,25,0,0,32.19,20,Premium,East,Desktop,4,4.15,1
16,17606.16,14,0,0,28.04,42,Basic,East,Desktop,0,22.59,0
78,492.18,20,16,26,,8,Advanced,North,Tablet,0,25.57,0
34,3295.17,11,0,6,0.0,0,Advanced,West,Tablet,0,1.88,0
59,634.64,14,13,12,0.0,0,Premium,South,Desktop,2,6.22,0
61,2122.92,24,29,13,0.0,0,Basic,North,Tablet,0,22.27,0
28,,11,16,0,24.26,40,Basic,East,Tablet,2,15.23,0
16,7696.61,28,18,0,0.22,0,Advanced,South,Mobile,2,0.69,0
16,364.09,28,15,0,26.47,40,Basic,South,Desktop,3,21.25,0
16,153.22,32,0,0,1.45,0,Premium,East,Desktop,4,16.23,0
33,420.36,9,16,0,3.6,11,Premium,East,Desktop,1,7.12,0
46,,12,15,2,0.0,0,Advanced,South,Desktop,0,5.19,0
45,778.69,40,17,24,2.42,10,Premium,North,Desktop,3,5.23,0
38,557.13,23,0,23,12.84,18,Advanced,North,Desktop,3,8.95,0
29,6749.89,15,28,0,25.41,33,Premium,East,Desktop,1,5.91,0
60,709.59,4,36,5,18.85,33,Premium,East,Tablet,2,8.13,0
69,1162.21,28,23,0,48.99,29,Premium,North,Mobile,4,14.14,1
19,2437.35,7,1,0,16.21,34,Advanced,East,Desktop,3,20.77,0
47,,24,31,7,,15,Advanced,East,Desktop,0,6.3,0
50,249.69,12,32,0,0.0,3,Advanced,North,Tablet,3,3.57,0
66,7092.06,7,23,8,,11,Basic,North,Tablet,2,2.73,0
45,376.08,38,28,10,0.0,32,Premium,West,Mobile,4,1.05,0
73,338.3,9,46,14,0.0,0,Advanced,North,Tablet,4,12.12,0
16,818.26,41,0,0,56.41,26,Premium,North,Desktop,4,17.65,0
62,2879.35,13,11,8,0.0,10,Basic,South,Mobile,4,8.33,0
80,,16,53,1,0.0,36,Basic,West,Mobile,0,17.14,0
63,3039.32,10,31,0,29.04,43,Basic,North,Mobile,1,3.27,1
80,1062.04,7,15,13,15.51,38,Advanced,North,Tablet,2,2.8,1
52,1233.49,22,29,13,0.0,8,Premium,West,Tablet,3,3.73,0
49,1348.64,7,11,8,0.0,28,Basic,East,Mobile,1,10.06,0
20,457.89,33,22,0,11.97,0,Advanced,North,Mobile,3,1.75,1
42,1335.67,4,2,15,0.0,0,Advanced,East,Tablet,2,8.14,0
17,2160.21,1,0,0,21.43,39,Basic,East,Mobile,2,15.81,0
24,667.34,42,15,0,28.38,38,Premium,East,Desktop,3,4.85,1
39,1547.96,14,8,13,3.54,22,Basic,North,Tablet,1,4.27,0
66,3429.17,3,30,13,0.0,8,Premium,East,Mobile,2,8.77,0
28,898.84,16,0,0,0.0,28,Advanced,North,Desktop,1,4.7,0
47,958.18,1,14,1,0.0,1,Advanced,East,Tablet,3,8.13,0
62,179.63,4,13,13,0.0,6,Advanced,South,Tablet,3,10.44,0
43,415.37,12,2,0,0.0,15,Premium,West,Desktop,4,0.99,0
32,372.13,2,35,3,0.0,0,Premium,East,Tablet,2,7.05,0
32,6791.29,1,3,0,19.8,21,Premium,South,Tablet,1,3.14,0
33,1787.36,13,0,1,0.0,11,Advanced,West,Tablet,4,0.25,0
48,467.54,11,17,0,44.63,65,Basic,North,Desktop,4,7.15,0
16,743.99,44,9,0,16.4,0,Advanced,North,Mobile,1,5.38,0
23,390.56,21,6,0,29.25,33,Advanced,South,Desktop,4,8.06,0
16,95.82,22,0,0,20.86,36,Basic,South,Tablet,3,19.61,0
18,789.6,10,16,0,12.34,31,Basic,South,Tablet,3,17.42,0
49,569.22,28,19,0,8.72,12,Basic,West,Tablet,1,8.44,1
20,597.29,28,22,0,,0,Advanced,West,Mobile,3,1.56,0
63,210.8,16,5,0,,23,Premium,North,Tablet,2,8.47,1
16,254.09,27,24,0,9.96,8,Premium,South,Mobile,0,7.06,0
80,623.9,15,34,0,23.1,47,Premium,East,Desktop,3,14.94,1
35,156.73,22,0,12,8.99,15,Premium,North,Mobile,0,12.03,0
16,730.23,21,9,0,,28,Premium,West,Tablet,1,6.9,0
26,,48,22,0,36.44,17,Basic,North,Desktop,1,0.44,1
45,,3,14,1,0.0,0,Basic,North,Tablet,0,0.23,0
35,122.97,23,0,0,20.99,23,Advanced,South,Mobile,0,9.99,1
17,188.21,31,41,2,0.49,0,Advanced,South,Tablet,3,2.68,1
58,2018.6,25,16,13,11.77,18,Premium,East,Desktop,3,17.88,0
21,1015.34,6,4,0,17.21,36,Premium,North,Desktop,4,14.2,0
49,430.98,19,27,1,0.0,23,Advanced,West,Mobile,0,2.31,0
39,,14,0,11,0.0,0,Premium,South,Tablet,1,4.53,0
57,514.08,1,16,9,0.0,0,Advanced,North,Tablet,4,14.71,0
60,448.78,2,14,12,0.0,0,Advanced,South,Desktop,4,3.54,0
55,366.67,33,30,5,0.0,14,Basic,East,Desktop,4,4.65,0
56,1542.9,19,29,0,0.0,5,Basic,East,Desktop,2,7.26,0
25,333.54,18,17,0,7.61,32,Basic,West,Desktop,3,2.27,0
16,500.75,40,9,0,13.19,0,Advanced,East,Tablet,1,5.98,0
49,2054.54,28,42,0,0.0,0,Basic,West,Tablet,0,5.25,0
56,1095.01,19,16,0,31.9,19,Advanced,West,Mobile,0,9.41,1
16,649.56,35,10,0,,9,Premium,South,Mobile,0,12.58,0
16,657.95,27,8,0,0.0,0,Basic,West,Tablet,0,12.27,0
30,959.76,17,41,4,0.89,26,Premium,North,Mobile,1,27.5,0
16,1253.65,35,31,2,0.0,0,Basic,North,Desktop,1,7.2,0
25,863.26,47,36,0,29.34,50,Premium,West,Mobile,1,3.63,1
23,785.38,13,0,5,0.0,0,Advanced,South,Desktop,3,6.11,0
53,204.02,17,13,11,,0,Premium,East,Mobile,2,5.81,0
59,823.27,26,5,0,42.57,27,Basic,North,Desktop,2,15.45,1
17,347.74,3,0,0,20.99,45,Advanced,South,Desktop,0,18.97,0
40,350.48,27,7,14,0.0,17,Premium,West,Tablet,1,5.32,0
39,3023.2,8,27,0,13.25,21,Basic,East,Tablet,2,1.55,0
39,,34,0,29,13.67,0,Advanced,West,Tablet,1,17.24,0
52,2237.35,10,14,4,0.0,34,Basic,South,Mobile,0,3.59,0
36,961.05,5,31,4,,5,Premium,West,Mobile,0,12.54,0
64,3868.05,20,27,7,0.0,15,Basic,South,Mobile,0,9.22,0
34,,7,11,0,20.9,30,Premium,East,Tablet,0,10.66,0
39,129.25,0,0,0,0.0,0,Premium,West,Desktop,1,1.21,0
44,,39,25,11,0.0,16,Advanced,South,Desktop,4,7.27,0
28,1127.95,25,43,0,0.0,1,Premium,North,Tablet,3,2.06,1
16,2720.91,32,2,0,21.7,0,Basic,East,Desktop,3,14.35,0
70,1121.27,24,32,6,,21,Premium,East,Mobile,4,9.92,0
16,870.72,16,0,0,25.33,59,Advanced,North,Mobile,2,30.3,0
80,,8,1,15,36.38,37,Basic,West,Mobile,2,10.45,1
66,1116.92,35,7,0,23.32,11,Premium,North,Desktop,0,6.51,1
48,770.56,29,21,15,0.0,4,Basic,North,Mobile,3,9.85,0
52,867.66,36,14,6,0.0,0,Basic,West,Tablet,0,12.15,0
16,,45,2,0,43.47,44,Basic,West,Desktop,4,12.33,0
16,,32,0,0,27.7,19,Basic,West,Desktop,3,8.79,0
24,1397.82,47,32,0,19.16,6,Basic,East,Desktop,2,7.41,0
16,4798.33,5,0,0,17.73,15,Basic,West,Tablet,2,0.25,0
35,1251.97,30,2,10,0.0,14,Premium,West,Desktop,3,1.07,0
35,170.68,28,4,0,7.36,9,Advanced,North,Mobile,2,2.69,1
44,331.82,7,9,6,0.0,0,Advanced,West,Mobile,1,10.16,0
46,1111.09,15,22,4,0.0,16,Premium,South,Desktop,4,5.15,0
55,123.67,15,7,15,0.0,0,Premium,South,Tablet,2,7.57,0
49,7156.31,20,25,0,0.0,0,Basic,North,Mobile,1,12.32,0
16,2238.73,31,20,7,0.0,0,Premium,North,Tablet,1,20.33,0
38,9143.27,4,29,0,21.58,23,Basic,North,Tablet,4,4.27,0
46,324.86,9,26,0,14.34,21,Basic,East,Desktop,4,1.79,0
32,819.62,26,0,4,2.24,36,Basic,South,Desktop,3,0.38,0
71,5130.93,31,42,12,0.0,21,Premium,East,Desktop,3,3.55,0
30,4960.48,19,0,5,0.0,16,Advanced,North,Mobile,3,5.67,0
64,2884.71,4,7,23,0.0,0,Premium,South,Desktop,4,24.25,0
32,1304.46,23,22,5,,10,Premium,East,Tablet,3,4.85,0
32,,10,7,0,0.72,0,Basic,West,Desktop,1,2.5,0
60,2040.6,25,37,20,0.0,14,Basic,North,Desktop,4,16.02,0
24,287.54,44,7,5,0.0,36,Premium,East,Mobile,2,4.51,0
18,523.16,36,31,0,0.0,8,Premium,East,Tablet,4,10.84,1
16,1988.01,9,14,0,19.12,0,Advanced,West,Desktop,4,7.38,1
34,251.3,3,11,0,10.51,21,Basic,East,Tablet,0,9.71,0
19,,28,0,0,33.15,49,Basic,North,Desktop,3,15.49,0
74,127.87,5,48,8,0.0,0,Advanced,West,Mobile,4,20.41,0
16,133.14,16,33,12,0.0,0,Premium,East,Tablet,2,8.14,1
18,665.62,23,0,5,7.89,9,Advanced,East,Desktop,1,0.57,0
16,643.38,55,12,0,26.35,26,Basic,West,Mobile,4,18.67,0
48,1157.73,30,13,0,38.95,26,Basic,West,Mobile,2,17.55,1
44,517.64,16,2,11,0.0,0,Basic,West,Tablet,1,8.98,0
28,1349.07,17,13,0,34.19,32,Basic,North,Desktop,1,4.67,0
59,,1,54,2,19.42,27,Premium,West,Tablet,1,3.4,0
19,,18,0,0,42.81,41,Advanced,East,Desktop,2,0.6,0
25,1142.17,46,15,2,3.1,7,Basic,West,Mobile,3,6.02,1
46,2364.51,26,26,7,16.39,38,Advanced,East,Desktop,0,6.4,0
25,1904.7,24,0,0,44.24,27,Premium,North,Desktop,1,14.62,1
34,2697.54,4,34,0,15.86,35,Advanced,West,Mobile,1,17.74,0
42,1444.56,24,4,6,0.0,0,Basic,South,Desktop,1,6.52,0
48,630.44,10,7,4,0.0,2,Advanced,South,Mobile,1,9.83,0
16,685.43,37,37,0,18.18,22,Basic,South,Desktop,4,16.02,0
50,658.63,9,6,8,16.72,26,Premium,North,Tablet,2,5.32,1
41,492.94,29,22,0,34.38,38,Premium,North,Tablet,3,8.99,1
22,778.72,0,0,0,20.28,50,Basic,South,Desktop,0,22.4,0
69,6113.41,13,39,7,0.0,16,Basic,East,Tablet,3,21.16,0
26,2454.26,8,30,0,12.13,3,Basic,South,Tablet,4,2.69,0
58,227.82,16,34,6,0.0,0,Basic,South,Tablet,1,18.74,0
67,1828.62,28,23,10,4.11,26,Basic,South,Tablet,2,13.89,0
20,620.21,21,17,0,31.18,52,Premium,North,Mobile,3,18.87,0
19,1806.51,17,0,0,16.94,23,Premium,West,Desktop,3,11.73,0
23,223.96,12,14,0,17.34,31,Premium,East,Desktop,3,14.89,0
42,651.77,25,4,16,0.0,40,Basic,North,Desktop,0,6.1,0
54,2331.38,28,15,7,0.0,52,Premium,South,Mobile,2,2.26,0
16,2299.68,22,21,0,17.13,26,Advanced,South,Desktop,0,0.82,1
23,630.56,11,21,0,16.29,34,Advanced,East,Mobile,1,19.15,0
19,3253.76,39,28,3,0.0,0,Premium,South,Tablet,4,1.95,0
57,875.37,22,20,5,0.0,0,Premium,West,Mobile,0,17.98,0
31,1113.49,4,41,0,,15,Advanced,North,Mobile,0,6.12,0
32,1655.95,20,12,0,35.86,40,Basic,East,Mobile,0,12.21,0
32,,2,14,0,,35,Advanced,North,Mobile,1,2.93,0
71,228.32,7,17,0,24.77,31,Premium,North,Desktop,0,10.67,1
50,2047.63,15,20,4,5.88,8,Premium,East,Tablet,2,16.79,0
27,357.94,12,10,0,23.02,15,Basic,North,Tablet,3,9.57,1
16,1227.25,6,20,0,10.81,0,Basic,North,Tablet,3,24.52,1
47,8986.82,21,5,14,,0,Basic,South,Desktop,0,11.82,0
19,1302.43,19,0,17,22.78,16,Basic,South,Mobile,4,0.82,1
53,241.51,44,9,19,3.59,17,Advanced,North,Desktop,3,15.13,0
39,1359.93,19,32,1,11.09,13,Basic,West,Mobile,4,14.56,0
26,1092.78,21,26,6,0.0,0,Advanced,South,Tablet,0,11.99,0
35,2900.18,26,13,0,0.0,12,Advanced,South,Tablet,2,8.74,0
16,3295.11,19,5,0,19.29,24,Advanced,East,Desktop,3,8.17,0
45,2149.07,20,8,1,50.23,31,Basic,South,Tablet,1,11.99,1
78,996.03,30,34,9,25.93,13,Premium,East,Tablet,3,9.06,1
50,1112.61,31,14,7,5.85,6,Basic,South,Mobile,4,2.99,1
65,1077.4,31,14,23,0.0,0,Premium,East,Desktop,2,7.87,0
64,926.99,26,8,0,22.4,10,Advanced,North,Mobile,2,10.97,1
33,360.25,16,64,6,0.0,0,Premium,East,Tablet,0,2.7,0
45,1656.2,11,24,7,,2,Advanced,West,Mobile,0,7.42,0
16,6421.85,4,0,0,43.94,79,Basic,West,Tablet,0,21.35,0
53,2517.3,35,35,0,14.72,16,Basic,North,Desktop,1,17.51,1
37,1356.02,21,58,12,0.0,0,Premium,North,Tablet,4,12.66,0
20,510.91,7,17,0,17.49,29,Basic,North,Mobile,0,4.17,0
41,1951.94,14,11,0,0.0,0,Premium,South,Mobile,2,6.46,0
16,667.37,20,26,0,4.94,0,Premium,West,Mobile,3,3.88,0
40,1086.98,1,16,1,6.62,5,Advanced,West,Mobile,1,0.42,0
46,753.66,50,22,0,,0,Basic,West,Desktop,1,13.68,1
47,572.93,13,26,2,0.0,19,Advanced,East,Tablet,1,0.06,0
49,,7,2,0,15.71,32,Basic,North,Mobile,1,4.47,1
16,,29,10,0,10.57,1,Advanced,North,Desktop,1,5.49,0
32,599.05,26,7,0,0.0,19,Basic,South,Mobile,4,4.6,0
63,16150.17,15,47,7,0.0,0,Basic,East,Desktop,2,29.5,0
24,1342.16,12,9,0,2.16,18,Advanced,North,Mobile,1,21.07,0
16,3105.6,42,26,0,14.4,0,Advanced,North,Mobile,0,0.87,0
42,798.48,6,30,0,19.69,36,Premium,South,Tablet,4,6.59,1
23,2065.74,20,0,0,16.57,11,Basic,East,Tablet,4,1.29,1
25,507.83,19,9,1,0.07,0,Premium,South,Mobile,1,13.66,0
40,4587.62,39,25,9,0.0,17,Premium,South,Tablet,1,9.91,0
16,377.27,5,0,0,0.0,10,Advanced,West,Desktop,4,25.85,1
16,743.01,27,0,0,21.3,34,Basic,South,Mobile,3,20.65,0
38,2559.98,13,26,0,0.0,29,Advanced,North,Mobile,4,0.75,0
16,,12,7,0,27.34,42,Premium,South,Desktop,2,23.64,1
26,1309.31,5,11,0,13.61,0,Basic,West,Mobile,0,12.33,1
18,450.93,43,39,0,19.77,8,Basic,West,Tablet,1,4.78,0
16,2234.57,20,0,0,42.98,54,Basic,West,Tablet,4,9.52,0
47,645.96,18,7,0,16.5,11,Premium,West,Desktop,2,7.44,1
16,400.18,24,14,0,7.7,23,Premium,East,Mobile,3,26.56,0
24,,12,11,0,10.98,0,Basic,East,Mobile,0,8.86,0
19,275.05,15,31,0,0.0,1,Basic,North,Tablet,2,9.87,0
18,665.3,12,6,0,22.88,27,Basic,East,Desktop,2,10.59,1
39,624.79,20,33,0,0.0,0,Advanced,North,Tablet,1,6.97,0
26,1917.17,17,0,21,15.54,0,Basic,East,Tablet,1,7.88,0
34,,50,14,0,24.58,20,Basic,West,Desktop,0,11.0,1
58,1682.74,8,25,0,0.0,22,Advanced,East,Tablet,0,5.17,1
26,1532.62,7,7,0,20.18,28,Advanced,West,Tablet,4,23.35,1
47,375.95,3,13,0,29.69,38,Advanced,West,Mobile,4,10.79,1
66,,26,38,9,0.0,12,Premium,South,Tablet,0,14.95,0
27,535.78,12,31,6,0.0,0,Premium,West,Tablet,2,12.11,0
38,1654.68,30,23,0,0.0,6,Basic,East,Desktop,3,4.64,1
30,626.34,19,0,2,0.0,1,Premium,North,Desktop,3,14.82,0
42,1250.7,1,37,0,17.86,27,Basic,West,Mobile,2,2.01,0
33,481.48,14,26,0,8.51,1,Premium,East,Desktop,1,1.64,0
66,1078.22,33,46,18,0.0,53,Premium,South,Desktop,4,3.83,0
33,345.14,23,40,14,0.0,0,Premium,South,Mobile,1,4.31,0
49,795.68,29,21,0,0.0,46,Advanced,South,Tablet,1,1.9,0
65,573.69,1,31,0,18.64,36,Advanced,North,Desktop,1,7.48,1
16,331.6,27,10,0,16.48,19,Advanced,South,Mobile,4,10.19,0
62,469.84,26,30,0,0.0,8,Advanced,North,Desktop,1,5.8,1
30,4834.52,31,10,16,0.0,21,Premium,West,Mobile,1,0.41,0
50,2673.84,7,14,4,0.0,0,Basic,North,Mobile,4,10.71,0
28,1117.74,21,0,16,0.0,1,Advanced,South,Desktop,1,12.25,0
80,213.09,31,48,18,0.0,7,Basic,North,Desktop,1,27.41,0
71,402.48,3,6,0,8.82,25,Basic,East,Tablet,0,1.5,1
79,497.03,31,30,30,0.0,0,Basic,West,Mobile,4,32.58,0
48,410.88,39,2,17,0.0,0,Premium,East,Desktop,0,32.1,0
27,478.57,23,0,6,2.56,21,Premium,North,Desktop,4,9.0,0
16,203.35,42,0,0,22.75,3,Advanced,West,Tablet,0,0.88,0
42,2296.17,7,2,2,0.0,10,Premium,North,Mobile,0,5.77,0
18,1387.97,24,18,0,26.95,26,Basic,North,Tablet,0,2.57,1
54,2498.83,7,24,12,0.0,10,Premium,South,Desktop,2,1.77,0
54,1475.78,11,32,0,7.93,37,Basic,West,Desktop,4,12.74,1
40,356.66,17,19,6,0.0,11,Premium,North,Mobile,4,1.62,0
70,567.86,21,19,2,0.0,0,Premium,North,Tablet,0,6.56,0
43,617.84,26,9,6,0.0,21,Advanced,West,Tablet,4,5.94,0
60,260.07,14,38,4,0.0,10,Premium,West,Desktop,1,10.44,0
53,698.24,34,15,18,0.0,3,Premium,West,Tablet,4,15.83,0
51,439.25,39,32,1,0.0,15,Basic,South,Mobile,0,15.51,0
16,270.06,27,11,0,29.74,21,Premium,South,Mobile,0,2.56,0
36,3051.57,19,30,0,30.79,46,Premium,North,Desktop,0,17.79,0
31,1076.74,44,34,0,31.51,20,Advanced,West,Mobile,4,13.53,1
57,81.21,34,12,13,0.0,0,Premium,South,Desktop,3,11.92,0
40,1287.56,23,19,11,0.0,3,Basic,East,Mobile,0,8.27,0
67,2457.02,30,33,17,0.0,2,Premium,South,Tablet,2,21.94,0
16,409.79,29,0,0,9.31,2,Basic,East,Desktop,0,3.18,0
16,2874.53,51,16,0,0.92,0,Advanced,North,Tablet,4,2.06,0
45,780.1,16,2,0,19.77,18,Premium,West,Mobile,1,11.81,1
39,973.17,13,5,0,0.0,8,Advanced,East,Tablet,0,9.78,0
16,1643.37,27,25,2,0.0,0,Premium,South,Desktop,3,9.0,0
29,1479.01,13,16,0,52.97,76,Basic,West,Tablet,0,16.91,0
59,1459.18,22,26,1,0.0,6,Advanced,South,Desktop,2,10.47,0
30,1671.2,14,15,1,0.0,20,Basic,North,Mobile,1,2.13,0
33,3439.61,11,21,0,4.71,18,Premium,West,Tablet,2,6.67,0
47,710.5,7,17,8,0.0,10,Advanced,West,Mobile,4,11.0,0
48,1249.39,20,0,6,0.0,12,Basic,South,Mobile,3,7.03,0
67,1127.07,31,33,27,14.84,32,Advanced,East,Mobile,4,18.26,0
16,461.2,24,8,0,19.52,24,Basic,East,Tablet,2,13.0,0
16,341.09,21,16,0,28.28,36,Premium,North,Mobile,3,11.83,0
39,1624.56,22,17,1,0.0,28,Basic,South,Mobile,4,1.68,0
64,423.34,12,34,0,10.25,25,Basic,North,Mobile,3,6.62,1
36,5124.71,20,9,4,0.0,20,Basic,East,Desktop,3,9.48,0
52,4579.52,18,11,11,0.0,0,Basic,West,Mobile,0,21.47,0
17,,14,6,0,14.9,20,Advanced,East,Tablet,0,12.39,0
16,1475.59,4,0,0,0.0,0,Premium,West,Mobile,4,21.11,1
31,2046.73,4,8,0,21.96,5,Basic,North,Tablet,4,6.26,1
28,730.0,25,0,10,10.96,29,Premium,North,Desktop,1,3.14,0
16,1003.86,37,14,0,0.0,0,Premium,West,Desktop,4,3.69,0
44,5550.4,29,13,11,0.0,2,Premium,North,Tablet,4,3.18,0
44,1794.95,20,9,0,0.0,30,Advanced,West,Tablet,0,6.75,0
33,4901.43,27,0,14,0.0,0,Premium,West,Tablet,2,0.92,0
19,384.89,36,10,0,16.94,15,Premium,South,Desktop,4,12.27,0
43,521.34,11,20,4,0.0,26,Premium,South,Mobile,4,1.52,0
41,284.56,48,0,27,0.0,2,Basic,South,Tablet,0,7.67,0
46,488.7,24,9,0,15.94,16,Advanced,South,Tablet,4,7.08,1
16,1297.78,35,25,0,14.55,5,Basic,East,Mobile,2,4.06,0
16,188.81,20,9,0,25.92,24,Basic,South,Mobile,1,10.3,0
40,1806.49,0,4,0,0.0,16,Basic,East,Mobile,4,2.55,1
23,159.79,12,3,0,21.7,31,Basic,South,Desktop,3,12.98,0
16,1476.93,38,2,0,46.23,50,Basic,South,Tablet,3,13.97,0
36,490.63,7,48,4,9.86,11,Basic,West,Desktop,4,9.64,0
16,928.72,26,0,0,0.0,0,Advanced,North,Mobile,2,17.08,1
18,896.12,22,23,0,16.25,22,Basic,East,Desktop,2,8.9,0
27,822.24,9,0,0,0.0,0,Basic,South,Mobile,3,3.7,0
80,,14,33,8,0.0,16,Advanced,South,Mobile,3,19.57,0
16,272.31,45,18,0,14.6,0,Premium,East,Tablet,4,0.52,0
47,2688.34,18,17,0,5.54,16,Basic,South,Mobile,2,6.17,1
16,644.42,36,1,0,34.36,29,Basic,West,Desktop,0,9.07,0
23,,19,15,0,22.68,3,Premium,South,Tablet,4,7.47,0
49,588.2,28,4,19,3.36,16,Premium,East,Tablet,1,23.03,0
57,2163.14,1,13,7,0.0,20,Basic,East,Mobile,0,9.2,0
43,304.8,19,0,0,17.85,13,Premium,East,Mobile,4,1.83,1
16,5655.29,34,26,0,20.98,21,Advanced,East,Desktop,4,12.16,0
